Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2016","2016","kcal/cap/d","2301","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2017","2017","kcal/cap/d","2303","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2305","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2019","2019","kcal/cap/d","2308","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/cap/d","2311","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/cap/d","2314","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2022","2022","kcal/cap/d","2316","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2023","2023","kcal/cap/d","2319","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","3","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","3.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","2.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","3.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2000","2000","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2001","2001","kcal/cap/d","15","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2002","2002","kcal/cap/d","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2003","2003","kcal/cap/d","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2004","2004","kcal/cap/d","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2005","2005","kcal/cap/d","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2006","2006","kcal/cap/d","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2007","2007","kcal/cap/d","15","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/cap/d","20","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/cap/d","29","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/cap/d","46","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/cap/d","47","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/cap/d","47","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/cap/d","32","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/cap/d","43","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/cap/d","40","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","28","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","JPN","Japan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","11","E","Estimated value",""
