Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/cap/d","19","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/cap/d","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/cap/d","95","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/cap/d","105","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/cap/d","111","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/cap/d","96","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/cap/d","48","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","49","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","50","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","44","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","41","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/cap/d","31","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/cap/d","27","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2022","2022","kcal/cap/d","20","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2023","2023","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2000","2000","kcal/cap/d","1920","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2001","2001","kcal/cap/d","1921","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2002","2002","kcal/cap/d","1923","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2003","2003","kcal/cap/d","1924","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2004","2004","kcal/cap/d","1925","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2005","2005","kcal/cap/d","1926","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2006","2006","kcal/cap/d","1926","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2007","2007","kcal/cap/d","1925","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2008","2008","kcal/cap/d","1924","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2009","2009","kcal/cap/d","1924","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2010","2010","kcal/cap/d","1923","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2011","2011","kcal/cap/d","1923","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2012","2012","kcal/cap/d","1922","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2013","2013","kcal/cap/d","1920","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2014","2014","kcal/cap/d","1919","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2015","2015","kcal/cap/d","1919","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2016","2016","kcal/cap/d","1918","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/cap/d","1918","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1919","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1919","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1920","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/cap/d","1921","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2022","2022","kcal/cap/d","1922","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2023","2023","kcal/cap/d","1922","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/cap/d","2491","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2001","2001","kcal/cap/d","2492","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2002","2002","kcal/cap/d","2494","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2003","2003","kcal/cap/d","2496","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2004","2004","kcal/cap/d","2498","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/cap/d","2499","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2006","2006","kcal/cap/d","2499","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2007","2007","kcal/cap/d","2499","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2008","2008","kcal/cap/d","2498","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2009","2009","kcal/cap/d","2498","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/cap/d","2497","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2011","2011","kcal/cap/d","2496","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2012","2012","kcal/cap/d","2495","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2013","2013","kcal/cap/d","2493","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/cap/d","2491","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/cap/d","2490","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2016","2016","kcal/cap/d","2489","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2017","2017","kcal/cap/d","2489","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2490","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2019","2019","kcal/cap/d","2491","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/cap/d","2493","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/cap/d","2494","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2022","2022","kcal/cap/d","2495","E","Estimated value",""
"FS","Suite of Food Security Indicators","AUS","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2023","2023","kcal/cap/d","2496","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20002002","2000-2002","%","115","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20012003","2001-2003","%","115","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20022004","2002-2004","%","115","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20032005","2003-2005","%","116","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20042006","2004-2006","%","116","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20052007","2005-2007","%","117","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20062008","2006-2008","%","118","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20072009","2007-2009","%","120","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20082010","2008-2010","%","122","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","124","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","126","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","127","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","128","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","130","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","132","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","133","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","134","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","135","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","136","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","137","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","138","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20212023","2021-2023","%","139","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2000","2000","Int$/cap","4196.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","F351","China","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2001","2001","Int$/cap","4496.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","F351","China","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2002","2002","Int$/cap","4859.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","F351","China","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2003","2003","Int$/cap","5301.2","X","Figure from international organizations",""
